UUID,0,1,2,3,4,5
465628c4-b044-11e9-8f8c-acde48001122,33.381058407427005,-14.027244236561453,-0.9441997847472768,-12.378111854506109,-9.039886745862132,-3.9336308935725426
46562aa4-b044-11e9-8f8c-acde48001122,-18.41162651493217,-20.31725309306649,-30.65111044641162,-4.637349216442855,9.197551379930799,3.27170725584673
46562afe-b044-11e9-8f8c-acde48001122,-22.84828427033976,-12.457051459114473,31.27127067994378,-15.042374182591763,17.729885706338298,-3.8985927863844534
46562b3a-b044-11e9-8f8c-acde48001122,40.94081633193985,-13.5694476961611,-0.3983261665794666,-22.15521092962971,-20.395991553480197,-1.5243955810235827
46562b76-b044-11e9-8f8c-acde48001122,-18.700818021380748,-17.722827382024974,-25.87155770842474,1.2024228708200881,0.9613870761579992,5.141052893035074
46562ba8-b044-11e9-8f8c-acde48001122,-19.916819438652507,-18.74417867965559,-22.317686727247136,2.3677848332474616,-5.305539211389507,-2.438820117109996
46562bda-b044-11e9-8f8c-acde48001122,-19.304359105774857,-11.832389688916429,34.545824161353515,-3.950879235918625,-0.6446285176281955,-3.6763229228172185
46562c0c-b044-11e9-8f8c-acde48001122,20.544738886411313,-5.657467457282001,5.350638827777314,40.84982745936605,-12.796574898018742,-5.79409062254948
46562c3e-b044-11e9-8f8c-acde48001122,-12.521860827795567,-6.677170603069535,27.993101398188458,2.1235635926281846,-2.891736296157649,-0.839425344824352
46562c66-b044-11e9-8f8c-acde48001122,-19.372280487425357,-8.267691154296768,-26.15048581860663,-0.6077660624030414,13.304528694901817,-7.490679158229815
46562c98-b044-11e9-8f8c-acde48001122,51.96586441597251,-12.589578119060098,2.0135637164511873,22.50778445701422,23.401294420076546,-0.45278083422788384
46562cd4-b044-11e9-8f8c-acde48001122,-15.882156158326138,-6.8479769696847494,30.57384490408368,6.471143719867338,-2.7341935168226543,-3.272729406002268
46562d42-b044-11e9-8f8c-acde48001122,0.24590271323050222,31.07750783504825,-1.0856434015074887,-2.3205336631504827,-15.372192659282325,30.797085014806974
46562d74-b044-11e9-8f8c-acde48001122,-13.517403277085755,-2.9035696195321528,22.439187590314436,2.497594332271664,-4.149080708807112,10.958264501884186
46562da6-b044-11e9-8f8c-acde48001122,-19.538974757836986,-21.342669875297567,-23.32434493508602,6.311738784244009,-14.146447051052835,1.3747200167941704
46562dd8-b044-11e9-8f8c-acde48001122,-4.558660705726439,28.23102128309217,-7.201484831960911,0.1815427099492696,-4.707127776047803,-12.125687795101145
46562e00-b044-11e9-8f8c-acde48001122,-6.385422324024372,31.815225740162084,1.9467403385919546,-1.3833722147377798,-0.5354453481546947,-7.287407786671651
46562e32-b044-11e9-8f8c-acde48001122,3.1794109235828882,51.59706784812656,-10.31640506033891,-6.471978982165621,-1.085600014195452,-25.252711941237756
46562e5a-b044-11e9-8f8c-acde48001122,40.90073744837206,-10.710702270673485,-2.185387236263834,-20.428576127402387,11.964120387313944,5.538231413541332
46562e8c-b044-11e9-8f8c-acde48001122,-0.1998632376354655,40.94639559796774,-5.687539499530293,4.862749709540111,17.245676632179936,20.906214093843666
